,fbcsp,eegnet,safka_csp,multikernel_safka_csp,csp
1054,0.7651,0.6847,0.5744,0.9625,0.402
1055,0.9702,0.1435,0.7929,0.7421,0.3212
1056,0.9951,0.546,0.8977,0.9204,0.2524
1057,0.8762,0.8194,0.8981,0.5786,0.5048
1058,0.6778,0.8527,0.7063,0.8596,0.0557
1059,0.976,0.8029,0.5352,0.5957,0.82
1060,0.6409,0.3907,0.5533,0.7968,0.4154
1061,0.5287,0.6211,0.6362,0.5804,0.6341
1062,0.7945,0.0568,0.7564,0.6266,0.2878
1063,0.9981,0.5109,0.5539,0.6092,0.7378
1064,0.9952,0.6805,0.7206,0.6018,0.5573
1065,0.8838,0.2805,0.736,0.7505,0.806
1066,0.864,0.8917,0.727,0.7752,0.7261
1067,0.9085,0.0359,0.1746,0.1476,0.2212
1068,0.8141,0.4691,0.5465,0.6911,0.3378
1069,0.5579,0.8223,0.5798,0.654,0.7761
1070,0.0304,0.9437,0.7313,0.8944,0.9002
1071,0.0003,0.571,0.1167,0.0001,0.9687
1072,0.0,0.0031,0.0,0.0,0.7969
1073,0.0115,0.5361,0.5779,0.6955,0.0989
1074,0.0683,0.9498,0.3832,0.6412,0.4596
1075,0.9999,0.8048,0.9144,0.6756,0.4364
1076,0.9998,0.8379,0.9017,0.9541,0.6391
1077,0.9985,0.951,0.7829,0.8879,0.4526
1078,0.9989,0.6594,0.3343,0.4061,0.6451
1079,0.5233,0.1335,0.3001,0.1681,0.5817
1080,1.0,0.9995,0.9996,1.0,0.9206
1081,0.9981,0.9715,0.9968,0.5026,0.8634
1082,1.0,0.9999,0.9343,0.9874,0.9591
1083,0.8636,0.9962,0.9565,0.9948,0.5775
1084,0.9949,0.1648,0.0377,0.1952,0.3224
1085,0.8794,0.0484,0.8942,0.5876,0.4106
1086,0.9987,0.8495,0.9365,0.9677,0.1573
1087,0.8819,0.9064,0.843,0.9954,0.8065
1088,0.9349,0.9142,0.7209,0.8409,0.4056
1089,0.0082,0.8943,0.9779,0.5864,0.8374
1090,0.9987,0.9976,0.9521,0.998,0.8431
1091,0.9702,0.8548,0.9323,0.9246,0.6103
1092,0.7863,0.735,0.9179,0.9222,0.5038
1093,0.962,0.4803,0.9817,0.9934,0.7634
1094,0.0569,0.9552,0.9994,0.9999,0.9912
1095,0.5929,0.998,0.9584,0.7853,0.8955
1096,0.3701,0.8723,0.799,0.9483,0.9332
1097,0.9958,0.9952,0.9778,0.9793,0.8151
1098,0.0082,0.9916,0.9554,0.9712,0.7214
1099,0.3866,0.9353,0.9771,0.8213,0.8158
1100,0.9996,0.9956,0.9945,0.9927,0.8898
1101,0.8314,0.8973,0.9971,0.9833,0.9301
1102,0.9204,0.7264,0.9093,0.4079,0.2956
1103,0.2096,0.9863,0.9286,0.7467,0.5511
1104,0.17,0.772,0.3038,0.5953,0.3263
1105,0.6627,0.9993,0.8713,0.998,0.7683
1106,0.9982,0.9994,0.8076,0.9985,0.7299
1107,0.9081,0.8988,0.6208,0.9947,0.689
1108,0.7055,0.9956,0.9939,0.9993,0.9903
1109,0.9931,0.9942,0.9942,1.0,0.8317
1110,0.998,1.0,0.9923,0.9983,0.5445
1111,0.7809,0.9766,0.8558,0.9899,0.8963
1112,0.2367,0.7944,0.8309,0.9965,0.7237
1113,0.669,0.6932,0.737,0.9963,0.8776
1114,0.6326,0.7993,0.8964,0.7212,0.8828
1115,0.8791,0.9436,0.9522,0.9911,0.8142
1116,0.6288,0.9321,0.8499,0.9996,0.5957
1117,0.5315,0.8565,0.5398,0.8532,0.0931
1118,0.2167,0.9782,0.6093,0.5304,0.7562
1119,0.4064,0.1237,0.7313,0.799,0.1449
1120,0.454,0.9137,0.1829,0.8392,0.6046
1121,0.5166,0.9841,0.9568,0.9872,0.5278
1122,0.9543,0.3295,0.8857,0.8933,0.3152
1123,0.9875,0.9204,0.6236,0.6166,0.3522
1124,0.9872,0.9411,0.3313,0.9237,0.4224
1125,0.9947,0.9942,0.9543,0.9999,0.9208
1126,0.9999,0.9969,0.9906,0.9998,0.9969
1127,0.997,0.7054,0.9148,0.9998,0.7367
1128,0.0721,0.7806,0.1276,0.4961,0.9165
1129,0.5407,0.1022,0.8653,0.0003,0.6148
1130,0.9929,0.2139,0.4585,0.5148,0.3162
1131,0.5462,0.8682,0.822,0.7485,0.242
1132,0.2604,0.7136,0.945,0.7146,0.1742
1133,0.3751,0.543,0.0032,0.8008,0.1462
1134,0.9975,0.9761,0.9051,0.9996,0.7368
1135,0.9332,0.8374,0.6192,0.9627,0.6373
1136,0.9989,1.0,0.9858,0.9291,0.9749
1137,0.9122,0.8773,0.1845,0.9999,0.4696
1138,0.9456,0.5471,0.6069,0.9986,0.2969
1139,0.7075,0.9034,0.6248,0.9906,0.6241
1140,0.9749,0.9532,0.5008,0.2243,0.9337
1141,0.8874,0.9993,0.9846,0.9984,0.9892
1142,0.9987,0.9985,0.8437,0.9937,0.9023
1143,0.4119,0.2418,0.7058,0.5326,0.5644
1144,0.9999,0.9943,0.6743,0.9773,0.5619
1145,1.0,0.9445,0.9953,1.0,0.8372
1146,0.782,0.9994,0.3544,0.9806,0.8246
1147,0.9878,0.7655,0.8442,0.2815,0.7342
1148,0.9999,0.9978,0.9687,0.9972,0.9921
1149,0.9992,0.9989,0.9917,0.9842,0.9781
1150,0.9997,0.9976,0.9931,0.9833,0.9505
1151,0.9969,0.9072,0.9953,0.8248,0.9112
1152,1.0,0.9996,0.9904,0.9995,0.9935
1153,0.8686,0.8457,0.9684,0.9986,0.9514
1154,0.9999,0.9995,0.9921,0.9905,0.9136
1155,0.3749,0.728,0.5912,0.9838,0.9713
1156,0.3382,0.0201,0.4234,0.0749,0.0001
1157,0.9802,0.8762,0.9776,0.9682,0.4202
1158,0.1887,0.4586,0.9994,0.1308,0.7788
1159,0.9828,0.9172,0.8566,0.8688,0.9486
1160,0.1287,0.937,0.4326,0.543,0.091
1161,0.4329,0.9596,0.7881,0.9896,0.2755
1162,0.428,0.299,0.8027,0.5644,0.0233
1163,0.8371,0.9885,0.1959,0.9824,0.9996
1164,0.8684,0.9738,0.9944,0.9993,0.9481
1165,0.9979,0.9902,0.9298,0.8884,0.9657
1166,0.9253,0.877,0.1099,0.0116,0.1774
1167,0.9802,0.7792,0.979,0.006,0.0329
1168,0.9668,0.5632,0.4477,0.0,0.2017
1169,0.8533,0.8414,0.9888,0.4608,0.8633
1170,0.9989,0.9964,0.9933,0.9996,0.2357
1171,0.9943,0.9995,0.9959,0.8987,0.9988
1172,0.9381,0.978,0.9815,0.9495,0.9931
1173,0.9849,0.997,0.9707,0.9746,0.8694
1174,0.9973,0.4113,0.1091,0.9997,0.2583
1175,0.9973,0.985,0.9744,0.9775,0.8977
1176,0.8531,0.6626,0.6636,0.9984,0.4917
1177,0.87,0.4208,0.5039,0.8866,0.798
1178,0.9307,0.7447,0.8007,0.0304,0.2381
1179,0.9562,0.9581,0.8585,0.9998,0.7084
1180,0.5047,0.7508,0.9521,0.5144,0.6741
1181,0.8238,0.9663,0.811,0.9956,0.9751
1182,0.9996,0.709,0.8473,0.9729,0.7528
1183,0.9928,0.8741,0.8872,0.9729,0.9214
1184,0.9663,0.9342,0.7769,0.9956,0.82
1185,0.9992,0.9773,0.9829,0.9627,0.6375
1186,0.9999,0.9544,0.9847,0.9946,0.277
1187,0.2805,0.7185,0.9197,0.9728,0.6601
1188,0.8344,0.9973,0.8923,0.9994,0.8786
1189,0.9862,0.3194,0.7959,0.8587,0.4281
1190,0.8705,0.9897,0.3174,0.7931,0.8284
1191,0.9382,0.9964,0.9818,0.9983,0.9585
1192,0.9957,0.9331,0.3165,0.0992,0.8034
1193,0.907,0.9923,0.5953,0.8356,0.9358
1194,0.9761,0.8451,0.903,0.2539,0.524
1195,0.0277,0.7849,0.8224,0.9939,0.6175
1196,0.975,0.9837,0.9541,0.8738,0.7145
1197,0.9012,0.8942,0.8727,0.1043,0.2002
1198,0.9994,0.9087,0.9538,0.981,0.898
1199,0.9961,0.9852,0.9133,0.978,0.8277
